date,rank,title,author,description
2017-01-15,11,MILK AND HONEY,Rupi Kaur,Poetic approaches to surviving adversity and loss.
2017-01-15,12,THE ALCHEMIST,Paulo Coelho,"In this fable, a Spanish shepherd boy ventures to Egypt in search of treasure and his destiny. First  published in 1993."
2017-01-15,13,SMALL GREAT THINGS,Jodi Picoult,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer."
2017-01-15,14,THE MURDER HOUSE,James Patterson and David Ellis,"When bodies are found at a Hamptons estate where a series of grisly murders once occurred, a local detective and former New York City cop investigates."
2017-01-15,15,THE UNDERGROUND RAILROAD,Colson Whitehead,"A teenage girl heads north on the network that helped slaves escape to freedom, envisioned in this novel as a secret system of actual tracks and tunnels."
2017-01-15,16,WYOMING BRAVE,Diana Palmer,"Ren Colter, a wealthy rancher, protects a beautiful woman from a stalker."
2017-01-15,17,DARK MATTER,Blake Crouch,A quantum physicist is drawn into an alternate reality of tech-savvy criminals.
2017-01-15,18,THE NIGHTINGALE,Kristin Hannah,"Two sisters in World War II France: one struggling to survive in the countryside, the other joining the Resistance."
2017-01-15,19,NIGHT SCHOOL,Lee Child,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A."
2017-01-15,20,UNTIL ASHLYN,Aurora Rose Reynolds,"An impulsive Vegas wedding turns out to have staying power, but who is trying to permanently snuff the newlyweds' happiness?"
2017-03-19,1,THE SHACK,William P Young,"A man whose daughter was abducted is invited to an isolated shack, apparently by God."
2017-03-19,2,A MAN CALLED OVE,Fredrik Backman,A curmudgeon's gruff exterior masks a generosity of spirit. Originally published in Sweden in 2014.
2017-03-19,3,A DOG'S PURPOSE,W Bruce Cameron,A canine narrator undergoes a series of reincarnations.
2017-03-19,4,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2017-03-19,5,EXPECTING TO DIE,Lisa Jackson,"Alvarez and Pescoli are back, dodging a reality-TV crew while tracking a serial killer stalking the woods of a remote Montana town."
2017-03-19,6,INTO THE FIRE,Jeaniene Frost,A rival turns Vlad's new love against him in this finale to the Night Prince series.
2017-03-19,7,BONE BOX,Faye Kellerman,Rina Lazarus and Pete Decker discover evidence of a decades-old crime.
2017-03-19,8,A MILLION LITTLE THINGS,Susan Mallery,Romantic wranglings prove a not-always-welcome corrective to the solitary life.
2017-03-19,9,COLE,Tijan,Chance encounters spark an affair with a ruthless mob boss.
2017-03-19,10,LILAC GIRLS,Martha Hall Kelly,A story of three women’s lives during and after World War II.
2017-03-19,11,NORSE MYTHOLOGY,Neil Gaiman,A retelling of Norse folklore.
2017-03-19,12,BANANA CREAM PIE MURDER,Joanne Fluke,"Hannah Swensen, the bakery owner and amateur sleuth of Lake Eden, Minn., returns from her honeymoon to confront an actress’s mysterious death."
2017-03-19,13,MILK AND HONEY,Rupi Kaur,Poetic approaches to surviving adversity and loss.
2017-03-19,14,SHADOW'S SEDUCTION,Kresley Cole,Prince Mirceo must convince the demon warrior Caspion the Tracker that they're fated to be together and receive the blessing of the savage King Lothaire.
2017-03-19,15,THE LAST MILE,David Baldacci,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve."
2017-03-19,1,THE SHACK,William P Young,"A man whose daughter was abducted is invited to an isolated shack, apparently by God."
2017-03-19,2,A MAN CALLED OVE,Fredrik Backman,A curmudgeon's gruff exterior masks a generosity of spirit. Originally published in Sweden in 2014.
2017-03-19,3,A DOG'S PURPOSE,W Bruce Cameron,A canine narrator undergoes a series of reincarnations.
2017-03-19,4,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2017-03-19,5,EXPECTING TO DIE,Lisa Jackson,"Alvarez and Pescoli are back, dodging a reality-TV crew while tracking a serial killer stalking the woods of a remote Montana town."
2017-03-19,6,INTO THE FIRE,Jeaniene Frost,A rival turns Vlad's new love against him in this finale to the Night Prince series.
2017-03-19,7,BONE BOX,Faye Kellerman,Rina Lazarus and Pete Decker discover evidence of a decades-old crime.
2017-03-19,8,A MILLION LITTLE THINGS,Susan Mallery,Romantic wranglings prove a not-always-welcome corrective to the solitary life.
2017-03-19,9,COLE,Tijan,Chance encounters spark an affair with a ruthless mob boss.
2017-03-19,10,LILAC GIRLS,Martha Hall Kelly,A story of three women’s lives during and after World War II.
2017-03-19,11,NORSE MYTHOLOGY,Neil Gaiman,A retelling of Norse folklore.
2017-03-19,12,BANANA CREAM PIE MURDER,Joanne Fluke,"Hannah Swensen, the bakery owner and amateur sleuth of Lake Eden, Minn., returns from her honeymoon to confront an actress’s mysterious death."
2017-03-19,13,MILK AND HONEY,Rupi Kaur,Poetic approaches to surviving adversity and loss.
2017-03-19,14,SHADOW'S SEDUCTION,Kresley Cole,Prince Mirceo must convince the demon warrior Caspion the Tracker that they're fated to be together and receive the blessing of the savage King Lothaire.
2017-03-19,15,THE LAST MILE,David Baldacci,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve."
2017-03-19,1,THE SHACK,William P Young,"A man whose daughter was abducted is invited to an isolated shack, apparently by God."
2017-03-19,2,A MAN CALLED OVE,Fredrik Backman,A curmudgeon's gruff exterior masks a generosity of spirit. Originally published in Sweden in 2014.
2017-03-19,3,A DOG'S PURPOSE,W Bruce Cameron,A canine narrator undergoes a series of reincarnations.
2017-03-19,4,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2017-03-19,5,EXPECTING TO DIE,Lisa Jackson,"Alvarez and Pescoli are back, dodging a reality-TV crew while tracking a serial killer stalking the woods of a remote Montana town."
2017-03-19,6,INTO THE FIRE,Jeaniene Frost,A rival turns Vlad's new love against him in this finale to the Night Prince series.
2017-03-19,7,BONE BOX,Faye Kellerman,Rina Lazarus and Pete Decker discover evidence of a decades-old crime.
2017-03-19,8,A MILLION LITTLE THINGS,Susan Mallery,Romantic wranglings prove a not-always-welcome corrective to the solitary life.
2017-03-19,9,COLE,Tijan,Chance encounters spark an affair with a ruthless mob boss.
2017-03-19,10,LILAC GIRLS,Martha Hall Kelly,A story of three women’s lives during and after World War II.
2017-03-19,11,NORSE MYTHOLOGY,Neil Gaiman,A retelling of Norse folklore.
2017-03-19,12,BANANA CREAM PIE MURDER,Joanne Fluke,"Hannah Swensen, the bakery owner and amateur sleuth of Lake Eden, Minn., returns from her honeymoon to confront an actress’s mysterious death."
2017-03-19,13,MILK AND HONEY,Rupi Kaur,Poetic approaches to surviving adversity and loss.
2017-03-19,14,SHADOW'S SEDUCTION,Kresley Cole,Prince Mirceo must convince the demon warrior Caspion the Tracker that they're fated to be together and receive the blessing of the savage King Lothaire.
2017-03-19,15,THE LAST MILE,David Baldacci,"In a sequel to “Memory Man,” Amos Decker, a detective with an extraordinary memory, investigates the case of a convicted killer who wins a last-minute reprieve."
2017-05-21,1,16TH SEDUCTION,James Patterson and Maxine Paetro,"In San Francisco, Detective Lindsay Boxer and the Women’s Murder Club face their toughest case yet."
2017-05-21,2,INTO THE WATER,Paula Hawkins,"In this psychological thriller by the author of “The Girl on the Train,” women are found drowned in a river in an English town."
2017-05-21,3,AGAINST ALL ODDS,Danielle Steel,A mother must learn to let her adult children make their own decisions.
2017-05-21,4,THE FIX,David Baldacci,The detective Amos Decker (“Memory Man”) witnesses a murder-suicide that turns out to be a matter of national security.
2017-05-21,5,THE HANDMAID'S TALE,Margaret Atwood,"In a dystopian future, men and women perform the services assigned to them."
2017-05-21,6,GOLDEN PREY,John Sandford,"Lucas Davenport, now a U.S. Marshal, pursues a thief who robbed a drug cartel and killed a child in Biloxi, Miss."
2017-05-21,7,DETECTIVE CROSS,James Patterson,Is a mad bomber the real thing or a twisted hoax artist? Alex Cross and his wife can't wait around to find out.
2017-05-21,8,AMERICAN GODS,Neil Gaiman,A man just out of prison becomes entangled in the schemes of an enigmatic grifter.
2017-05-21,9,PRIVATE: GOLD,James Patterson and Jassy Mackenzie,Joey Montague looks into his business partner's apparent suicide while protecting an American tourist.
2017-05-21,10,THE BLACK BOOK,James Patterson and David Ellis,"After a raid on a brothel that serviced Chicago’s elite, two people are dead and the madam’s black book has disappeared. Who is responsible?"
2017-05-21,11,LILAC GIRLS,Martha Hall Kelly,A story of three women’s lives during and after World War II.
2017-05-21,12,A MAN CALLED OVE,Fredrik Backman,A curmudgeon's gruff exterior masks a generosity of spirit. Originally published in Sweden in 2014.
2017-05-21,13,THE WOMAN IN CABIN 10,Ruth Ware,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her."
2017-05-21,14,ROBERT B. PARKER'S LITTLE WHITE LIES,Ace Atkins,"Spenser is on the trail of a con man who has duped lovers, investors and military contractors; a continuation of the series by Parker, who died in 2010."
2017-05-21,15,BIG LITTLE LIES,Liane Moriarty,"Who will end up dead, and how, when three mothers with children in the same school become friends?"
2017-05-21,1,16TH SEDUCTION,James Patterson and Maxine Paetro,"In San Francisco, Detective Lindsay Boxer and the Women’s Murder Club face their toughest case yet."
2017-05-21,2,INTO THE WATER,Paula Hawkins,"In this psychological thriller by the author of “The Girl on the Train,” women are found drowned in a river in an English town."
2017-05-21,3,AGAINST ALL ODDS,Danielle Steel,A mother must learn to let her adult children make their own decisions.
2017-05-21,4,THE FIX,David Baldacci,The detective Amos Decker (“Memory Man”) witnesses a murder-suicide that turns out to be a matter of national security.
2017-05-21,5,THE HANDMAID'S TALE,Margaret Atwood,"In a dystopian future, men and women perform the services assigned to them."
2017-05-21,6,GOLDEN PREY,John Sandford,"Lucas Davenport, now a U.S. Marshal, pursues a thief who robbed a drug cartel and killed a child in Biloxi, Miss."
